nome,idade,perfil_risco,propensao_esg,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa
Cliente 446,38,Moderado,0.95,Alta,Renda Variável,175,1,588.24,6785.94,1955.74,29531.65,61138.43,588.24
Cliente 447,47,Agressivo,0.2,Baixa,Caixa,89,0,40470.92,1746.27,49204.96,6004.02,2573.83,40470.92
Cliente 448,50,Agressivo,0.57,Média,Multimercado,163,0,19873.6,23482.88,17362.95,15361.5,23919.07,19873.6
Cliente 449,45,Moderado,0.98,Alta,Multimercado,169,1,49488.2,2027.9,2092.54,16963.48,29427.88,49488.2
Cliente 450,64,Agressivo,0.17,Baixa,Multimercado,81,0,41325.06,11584.78,10973.68,25397.88,10718.6,41325.06
Cliente 451,50,Moderado,0.7,Média,Renda Fixa,128,0,5228.64,24289.31,16382.7,10082.59,44016.76,5228.64
Cliente 452,22,Agressivo,0.59,Média,Renda Variável,44,1,7670.14,1347.86,34375.87,7221.08,49385.04,7670.14
Cliente 453,77,Conservador,0.59,Média,ETF,143,0,3491.37,9177.61,204.93,35277.65,51848.44,3491.37
Cliente 454,78,Moderado,0.7,Média,ETF,140,1,13439.19,26016.54,20371.22,31797.58,8375.47,13439.19
Cliente 455,65,Conservador,0.93,Alta,ETF,6,0,21446.7,27.87,49494.38,28347.6,683.45,21446.7
Cliente 456,36,Moderado,0.78,Alta,Renda Variável,19,1,3080.71,37697.02,1820.67,17814.3,39587.31,3080.71
Cliente 457,21,Conservador,0.06,Baixa,Renda Variável,79,1,2626.47,41059.19,7520.91,26227.21,22566.23,2626.47
Cliente 458,52,Agressivo,0.85,Alta,Caixa,99,1,39976.23,21757.93,3427.29,16642.66,18195.9,39976.23
Cliente 459,66,Agressivo,0.23,Baixa,Multimercado,20,1,40315.18,8034.03,23921.09,15951.33,11778.38,40315.18
Cliente 460,34,Agressivo,0.38,Baixa,Renda Variável,158,0,19639.61,37076.16,32005.47,9993.57,1285.2,19639.61
Cliente 461,61,Conservador,0.46,Média,ETF,96,0,12400.73,19745.08,52868.39,1975.12,13010.68,12400.73
Cliente 462,45,Moderado,0.48,Média,ETF,81,1,8026.5,8135.53,4482.25,69156.48,10199.24,8026.5
Cliente 463,47,Moderado,0.44,Média,Multimercado,105,1,34834.71,24320.8,27469.81,10040.9,3333.78,34834.71
Cliente 464,46,Moderado,0.94,Alta,Renda Variável,145,0,4334.67,42027.24,2856.94,30894.19,19886.96,4334.67
Cliente 465,63,Moderado,0.71,Média,Multimercado,156,0,29022.46,24224.75,283.75,13571.24,32897.79,29022.46
Cliente 466,70,Moderado,0.63,Média,ETF,113,1,7414.39,13021.05,27273.04,4370.73,47920.79,7414.39
Cliente 467,23,Agressivo,0.05,Baixa,Renda Fixa,56,1,5223.45,5113.4,1265.49,23185.07,65212.59,5223.45
Cliente 468,52,Moderado,0.9,Alta,Multimercado,132,1,4160.78,3791.03,25332.16,53895.05,12820.98,4160.78
Cliente 469,77,Moderado,0.91,Alta,Multimercado,28,0,10516.58,63656.42,6017.83,908.98,18900.18,10516.58
Cliente 470,58,Conservador,0.78,Alta,Renda Variável,24,0,32320.14,13564.83,17979.33,5780.37,30355.33,32320.14
Cliente 471,54,Conservador,0.01,Baixa,Renda Fixa,171,1,1102.96,2765.86,65004.7,26107.61,5018.87,1102.96
Cliente 472,41,Conservador,0.06,Baixa,Multimercado,43,1,15908.29,31336.58,37220.78,6733.05,8801.3,15908.29
Cliente 473,46,Agressivo,0.23,Baixa,ETF,140,0,2409.38,43254.96,6280.32,14728.02,33327.32,2409.38
Cliente 474,66,Conservador,0.13,Baixa,Multimercado,10,0,16761.02,11918.75,31361.22,10479.23,29479.77,16761.02
Cliente 475,63,Conservador,0.4,Baixa,Caixa,113,0,22314.78,52116.85,3626.61,21309.87,631.88,22314.78
Cliente 476,70,Moderado,0.92,Alta,Renda Variável,24,0,55266.42,22913.83,6635.09,12133.7,3050.97,55266.42
Cliente 477,48,Agressivo,0.47,Média,Multimercado,26,1,941.29,24362.72,67044.6,7247.53,403.87,941.29
Cliente 478,52,Agressivo,0.01,Baixa,Caixa,96,0,4047.59,19169.02,5731.41,35737.02,35314.96,4047.59
Cliente 479,77,Agressivo,0.28,Baixa,Caixa,176,1,10135.43,70436.59,8433.59,3422.04,7572.35,10135.43
Cliente 480,50,Moderado,0.04,Baixa,Multimercado,116,1,1744.19,29211.5,43091.59,949.89,25002.83,1744.19
Cliente 481,69,Moderado,0.04,Baixa,Multimercado,112,1,2762.67,47887.21,23889.82,13968.4,11491.91,2762.67
Cliente 482,78,Conservador,0.28,Baixa,Multimercado,16,0,13446.4,32000.55,11897.42,25154.23,17501.4,13446.4
Cliente 483,38,Agressivo,0.28,Baixa,Renda Variável,98,1,18505.52,6811.13,7992.43,49434.08,17256.85,18505.52
Cliente 484,49,Agressivo,0.79,Alta,Renda Fixa,137,0,39447.7,31664.57,5603.4,19061.57,4222.75,39447.7
Cliente 485,40,Moderado,0.97,Alta,Multimercado,33,0,47793.84,6346.69,918.92,11133.07,33807.48,47793.84
Cliente 486,50,Agressivo,0.37,Baixa,Renda Fixa,146,0,5232.63,11340.79,1369.85,64961.74,17094.98,5232.63
Cliente 487,20,Agressivo,0.43,Média,Renda Variável,128,0,4334.52,7127.19,4641.81,41554.34,42342.13,4334.52
Cliente 488,35,Moderado,0.84,Alta,ETF,149,1,1810.7,353.76,38576.69,7674.2,51584.65,1810.7
Cliente 489,42,Agressivo,0.27,Baixa,Multimercado,42,1,422.31,54915.87,16038.61,18589.06,10034.16,422.31
Cliente 490,59,Agressivo,0.16,Baixa,ETF,25,0,112.55,33450.26,53293.25,6608.67,6535.26,112.55
Cliente 491,48,Moderado,0.85,Alta,Multimercado,145,0,26239.93,4684.96,42041.79,25797.2,1236.12,26239.93
Cliente 492,71,Moderado,0.05,Baixa,Renda Variável,99,1,4610.77,30043.97,4422.88,3781.35,57141.03,4610.77
Cliente 493,75,Conservador,0.62,Média,Renda Variável,45,1,18864.38,24614.11,25750.35,988.32,29782.84,18864.38
Cliente 494,20,Moderado,0.56,Média,Multimercado,158,0,11208.69,46124.11,2139.92,37825.75,2701.53,11208.69
Cliente 495,57,Conservador,0.35,Baixa,Renda Fixa,129,1,10975.45,5022.01,8018.5,63901.27,12082.77,10975.45
Cliente 496,63,Moderado,0.32,Baixa,Caixa,84,0,209.95,13138.22,42274.25,17217.22,27160.36,209.95
Cliente 497,41,Agressivo,0.77,Alta,Multimercado,168,0,25715.18,22173.92,30219.4,19512.36,2379.13,25715.18
Cliente 498,67,Moderado,0.09,Baixa,Renda Fixa,114,0,16651.32,30432.84,13681.53,34972.03,4262.28,16651.32
Cliente 499,49,Moderado,0.24,Baixa,ETF,123,0,43859.56,19681.16,2039.11,26555.02,7865.15,43859.56
Cliente 500,64,Moderado,0.73,Média,Renda Variável,15,1,10462.15,38738.34,3289.4,18884.03,28626.08,10462.15
Cliente 501,39,Conservador,0.55,Média,Renda Variável,136,1,38691.25,4682.61,5461.43,9.73,51154.98,38691.25
Cliente 502,40,Agressivo,0.13,Baixa,Renda Variável,62,0,35749.03,29255.67,2451.23,22428.06,10116.0,35749.03
Cliente 503,19,Conservador,0.88,Alta,Multimercado,59,0,35104.37,4683.88,21793.75,36055.02,2362.97,35104.37
Cliente 504,44,Conservador,0.39,Baixa,Renda Fixa,32,0,3220.16,16063.53,5050.4,34704.46,40961.46,3220.16
Cliente 505,59,Moderado,0.83,Alta,ETF,102,1,30106.64,8502.43,25712.28,17925.5,17753.15,30106.64
Cliente 506,19,Agressivo,0.79,Alta,Renda Fixa,159,0,9414.41,11632.95,12279.45,34178.99,32494.2,9414.41
Cliente 507,43,Agressivo,0.62,Média,Renda Fixa,73,1,9544.32,16471.98,31780.81,30400.32,11802.57,9544.32
Cliente 508,34,Conservador,0.49,Média,Renda Fixa,79,0,15272.86,38207.02,2893.37,38811.34,4815.41,15272.86
Cliente 509,57,Moderado,0.98,Alta,Multimercado,170,1,19686.16,12958.17,26079.13,26637.55,14638.99,19686.16
Cliente 510,50,Moderado,0.14,Baixa,Renda Fixa,91,0,46009.66,11418.84,7143.64,24113.87,11313.99,46009.66
Cliente 511,26,Moderado,0.73,Média,Caixa,174,0,25114.75,647.21,16436.84,45278.87,12522.33,25114.75
Cliente 512,60,Moderado,0.19,Baixa,ETF,28,1,31855.99,11502.63,31587.11,21297.92,3756.35,31855.99
Cliente 513,71,Moderado,0.34,Baixa,ETF,24,0,8385.21,19771.5,46507.2,16959.9,8376.19,8385.21
Cliente 514,65,Moderado,0.31,Baixa,Renda Variável,105,1,18056.76,43105.69,13213.26,5277.4,20346.89,18056.76
Cliente 515,56,Moderado,0.95,Alta,Renda Variável,86,0,17383.74,572.99,1293.84,42.11,80707.32,17383.74
Cliente 516,46,Agressivo,0.97,Alta,Multimercado,107,1,24564.14,5193.01,10607.75,14931.08,44704.02,24564.14
Cliente 517,59,Moderado,0.18,Baixa,ETF,74,1,36411.7,18634.13,19557.68,23112.12,2284.37,36411.7
Cliente 518,72,Moderado,0.02,Baixa,Multimercado,141,1,4218.55,10288.12,2629.66,47830.06,35033.61,4218.55
Cliente 519,43,Moderado,0.72,Média,Renda Variável,74,0,2695.66,7316.88,71458.55,2721.16,15807.75,2695.66
Cliente 520,52,Moderado,0.42,Média,Renda Variável,49,0,7727.73,2576.04,15552.9,61696.45,12446.88,7727.73
Cliente 521,67,Agressivo,0.09,Baixa,Caixa,148,1,68805.22,7434.15,4691.92,10715.96,8352.75,68805.22
Cliente 522,42,Moderado,0.68,Média,ETF,139,1,8963.48,18587.99,31776.08,16894.26,23778.19,8963.48
Cliente 523,41,Moderado,0.55,Média,Renda Variável,141,1,17570.02,21547.63,10240.49,32629.48,18012.38,17570.02
Cliente 524,30,Agressivo,0.98,Alta,Caixa,119,1,26290.35,24431.07,1401.22,39541.55,8335.81,26290.35
Cliente 525,77,Moderado,0.23,Baixa,Multimercado,43,1,1493.7,2176.81,86322.24,21.45,9985.8,1493.7
Cliente 526,75,Moderado,0.4,Baixa,Multimercado,162,1,55322.46,5142.91,1648.72,26606.82,11279.09,55322.46
Cliente 527,24,Agressivo,0.54,Média,Multimercado,117,0,1242.68,69805.7,7069.94,9720.21,12161.47,1242.68
Cliente 528,74,Moderado,0.79,Alta,Multimercado,36,1,6833.38,25837.99,6114.62,58787.62,2426.39,6833.38
Cliente 529,53,Moderado,0.55,Média,Caixa,131,1,1534.27,14233.85,16542.06,52565.43,15124.39,1534.27
Cliente 530,62,Agressivo,0.61,Média,Multimercado,147,0,13225.93,24845.65,8100.82,14149.98,39677.62,13225.93
Cliente 531,37,Conservador,0.23,Baixa,Multimercado,105,0,28450.31,11652.63,11860.9,22732.66,25303.5,28450.31
Cliente 532,18,Conservador,0.85,Alta,Renda Variável,77,1,29158.12,24636.58,25830.16,17042.88,3332.27,29158.12
Cliente 533,25,Moderado,0.43,Média,Renda Variável,146,0,3152.68,20884.62,57084.76,8686.85,10191.08,3152.68
Cliente 534,63,Agressivo,0.14,Baixa,ETF,100,0,5780.01,22524.77,10089.72,42258.03,19347.46,5780.01
Cliente 535,33,Conservador,0.66,Média,Renda Variável,122,1,7700.96,11450.62,43095.78,963.97,36788.68,7700.96
Cliente 536,31,Conservador,0.22,Baixa,Caixa,96,0,41417.35,14118.45,13872.22,7659.06,22932.92,41417.35
Cliente 537,29,Conservador,0.1,Baixa,Renda Variável,32,1,1269.97,37295.82,15345.97,32083.01,14005.24,1269.97
Cliente 538,68,Conservador,0.86,Alta,ETF,53,1,8099.8,11320.77,27222.96,7614.87,45741.59,8099.8
Cliente 539,40,Conservador,0.46,Média,ETF,175,1,10716.22,27632.04,8020.19,25705.76,27925.78,10716.22
Cliente 540,32,Moderado,0.75,Média,Renda Variável,39,1,25650.77,802.78,36498.84,6537.73,30509.88,25650.77
Cliente 541,45,Moderado,0.29,Baixa,Caixa,8,0,23617.1,15869.23,35173.27,9546.9,15793.49,23617.1
Cliente 542,51,Conservador,0.79,Alta,ETF,120,0,501.57,45696.33,21685.13,14519.35,17597.62,501.57
Cliente 543,19,Moderado,0.11,Baixa,ETF,138,1,66241.86,17361.82,9799.35,1869.83,4727.15,66241.86
Cliente 544,49,Conservador,0.36,Baixa,Caixa,55,1,4454.03,29387.76,3883.56,55279.7,6994.96,4454.03
Cliente 545,40,Moderado,0.98,Alta,Renda Variável,158,1,2027.85,9761.54,26217.12,42055.85,19937.64,2027.85
Cliente 546,39,Moderado,0.79,Alta,Renda Fixa,57,0,59376.78,26411.16,8207.46,1151.83,4852.77,59376.78
Cliente 547,68,Agressivo,0.5,Média,Multimercado,97,0,16296.16,79736.84,2100.6,110.77,1755.63,16296.16
Cliente 548,42,Conservador,0.34,Baixa,Caixa,113,1,13832.23,6610.98,4159.05,33464.01,41933.72,13832.23
Cliente 549,75,Moderado,0.87,Alta,Caixa,22,1,42314.44,27571.93,17088.79,11965.49,1059.34,42314.44
Cliente 550,79,Conservador,0.54,Média,Caixa,121,0,17605.41,18846.85,22872.47,15080.63,25594.64,17605.41
Cliente 551,78,Agressivo,0.76,Alta,ETF,61,0,46982.36,2370.56,4025.97,24728.97,21892.14,46982.36
Cliente 552,39,Agressivo,0.75,Média,Renda Fixa,80,1,25973.46,6185.04,35801.81,11124.98,20914.72,25973.46
Cliente 553,75,Moderado,0.02,Baixa,Caixa,112,1,39242.2,9146.99,12885.7,29558.62,9166.5,39242.2
Cliente 554,75,Conservador,0.13,Baixa,Caixa,92,0,32799.51,31995.38,3400.71,30883.43,920.97,32799.51
Cliente 555,39,Agressivo,0.66,Média,Multimercado,175,1,6139.71,63061.73,10681.97,10505.67,9610.91,6139.71
Cliente 556,66,Conservador,0.16,Baixa,Renda Variável,162,1,31588.91,21567.57,19219.49,23084.24,4539.79,31588.91
Cliente 557,69,Conservador,0.26,Baixa,Multimercado,85,0,26707.38,5579.36,10506.84,3130.5,54075.92,26707.38
Cliente 558,59,Moderado,0.95,Alta,Caixa,22,0,10311.83,35397.47,26645.09,9039.95,18605.65,10311.83
Cliente 559,23,Conservador,0.56,Média,Renda Variável,178,1,3666.64,38928.43,26127.7,15514.15,15763.08,3666.64
Cliente 560,32,Agressivo,0.75,Média,Renda Variável,33,1,1118.55,15396.86,13187.9,59027.39,11269.3,1118.55
Cliente 561,71,Agressivo,0.56,Média,Renda Fixa,130,0,2284.13,61985.9,6055.56,4154.92,25519.5,2284.13
Cliente 562,60,Conservador,0.55,Média,Multimercado,98,1,60560.01,854.86,8693.67,6280.42,23611.04,60560.01
Cliente 563,77,Moderado,0.09,Baixa,Multimercado,10,1,43112.36,17830.37,28109.69,6489.14,4458.43,43112.36
Cliente 564,54,Agressivo,0.34,Baixa,Renda Variável,39,0,16751.05,27408.36,13636.62,18073.38,24130.58,16751.05
Cliente 565,50,Agressivo,0.28,Baixa,Multimercado,179,1,2128.54,17745.41,7962.22,9294.17,62869.66,2128.54
Cliente 566,25,Moderado,0.39,Baixa,Renda Fixa,48,1,33932.24,50237.53,4954.56,8989.0,1886.67,33932.24
Cliente 567,70,Agressivo,0.8,Alta,Caixa,93,0,17541.99,13845.91,52396.8,12510.54,3704.76,17541.99
Cliente 568,77,Agressivo,0.37,Baixa,Renda Variável,140,0,66634.2,3373.54,26006.49,405.04,3580.73,66634.2
Cliente 569,61,Agressivo,0.45,Média,ETF,158,0,580.33,8049.74,48145.79,4343.05,38881.09,580.33
Cliente 570,61,Conservador,0.4,Baixa,Renda Variável,74,0,2241.41,3511.54,24719.56,17202.47,52325.03,2241.41
Cliente 571,22,Moderado,0.09,Baixa,ETF,101,1,298.55,18685.04,2458.09,819.55,77738.78,298.55
Cliente 572,56,Agressivo,0.44,Média,Renda Fixa,102,0,120.48,24291.09,10662.08,30569.76,34356.59,120.48
Cliente 573,21,Conservador,0.2,Baixa,Renda Fixa,56,0,4130.24,21881.89,43338.81,12182.43,18466.63,4130.24
Cliente 574,23,Agressivo,0.19,Baixa,Multimercado,9,1,15218.49,5598.6,9993.03,52916.68,16273.2,15218.49
Cliente 575,62,Conservador,0.09,Baixa,Renda Fixa,30,0,9724.07,45066.66,12398.32,21474.47,11336.48,9724.07
Cliente 576,49,Conservador,0.36,Baixa,Caixa,152,1,21571.92,19340.13,38.39,7976.49,51073.07,21571.92
Cliente 577,69,Moderado,0.76,Alta,Caixa,88,1,23570.99,24690.01,4828.49,12638.96,34271.55,23570.99
Cliente 578,47,Conservador,0.28,Baixa,Renda Variável,156,1,2594.26,26422.59,188.2,2616.16,68178.79,2594.26
Cliente 579,64,Agressivo,0.31,Baixa,Multimercado,149,1,23284.26,29226.41,7866.09,12205.92,27417.32,23284.26
Cliente 580,52,Agressivo,0.64,Média,ETF,114,0,16011.79,15088.6,46149.92,12296.83,10452.86,16011.79
Cliente 581,72,Agressivo,0.2,Baixa,ETF,144,1,29041.63,13066.07,9803.96,47502.75,585.59,29041.63
Cliente 582,57,Moderado,0.9,Alta,Multimercado,73,0,16419.38,16898.45,20109.03,10100.91,36472.23,16419.38
Cliente 583,69,Conservador,0.52,Média,Renda Fixa,36,1,1554.73,29246.38,39382.05,26092.82,3724.03,1554.73
Cliente 584,33,Moderado,0.45,Média,ETF,175,1,12481.67,25382.89,17173.74,24696.19,20265.52,12481.67
Cliente 585,30,Moderado,0.56,Média,Renda Variável,165,0,4882.61,13518.46,17205.61,20176.3,44217.02,4882.61
Cliente 586,67,Moderado,0.17,Baixa,Caixa,145,0,16399.42,8726.82,27979.95,11861.15,35032.65,16399.42
Cliente 587,77,Conservador,0.61,Média,Renda Variável,129,1,1867.36,21334.47,8628.37,49653.22,18516.58,1867.36
Cliente 588,59,Moderado,0.36,Baixa,Caixa,115,1,21799.99,8144.93,29181.71,37868.7,3004.67,21799.99
Cliente 589,47,Moderado,0.9,Alta,Renda Variável,104,1,26779.41,30301.86,15478.98,26196.52,1243.24,26779.41
Cliente 590,36,Agressivo,0.17,Baixa,Caixa,138,0,2817.31,23269.41,36586.06,30587.75,6739.48,2817.31
Cliente 591,34,Agressivo,0.51,Média,Renda Variável,126,1,40944.6,15526.19,10660.43,7783.2,25085.59,40944.6
Cliente 592,73,Moderado,0.6,Média,Caixa,23,1,44064.63,36463.44,4405.93,3731.79,11334.21,44064.63
Cliente 593,36,Moderado,0.03,Baixa,Renda Fixa,74,0,19269.85,3358.39,46541.51,23887.51,6942.73,19269.85
Cliente 594,45,Agressivo,0.36,Baixa,Caixa,170,0,14924.72,752.78,30772.74,31887.46,21662.31,14924.72
Cliente 595,75,Conservador,0.73,Média,Multimercado,159,1,35048.25,1628.14,33660.76,5295.53,24367.33,35048.25
Cliente 596,72,Agressivo,0.82,Alta,Renda Variável,90,0,19358.44,24787.92,10043.38,37828.77,7981.49,19358.44
Cliente 597,43,Agressivo,0.31,Baixa,Renda Variável,167,0,6069.53,11288.51,41243.5,34670.83,6727.63,6069.53
Cliente 598,54,Moderado,0.8,Alta,Renda Fixa,133,0,36819.49,1963.85,4998.6,23360.33,32857.73,36819.49
Cliente 599,43,Moderado,0.97,Alta,ETF,164,0,41845.1,23467.26,5362.49,12141.71,17183.43,41845.1
Cliente 600,70,Conservador,0.86,Alta,Renda Variável,81,0,68390.44,19027.44,1971.56,8637.86,1972.69,68390.44
Cliente 601,79,Moderado,0.12,Baixa,Multimercado,87,1,41034.77,38632.61,6023.31,2502.34,11806.97,41034.77
Cliente 602,40,Conservador,0.74,Média,Multimercado,64,1,31484.32,2526.91,23688.97,25583.05,16716.76,31484.32
Cliente 603,26,Agressivo,0.32,Baixa,Renda Fixa,70,1,4830.29,16206.28,1097.13,70395.45,7470.85,4830.29
Cliente 604,29,Conservador,0.99,Alta,Renda Variável,124,0,68647.14,13.74,5740.54,17432.44,8166.14,68647.14
Cliente 605,70,Moderado,0.49,Média,Multimercado,13,1,12507.16,14520.87,14665.76,1061.87,57244.34,12507.16
Cliente 606,18,Agressivo,0.12,Baixa,Renda Variável,50,1,41191.35,5336.49,43022.84,8032.24,2417.09,41191.35
Cliente 607,75,Agressivo,0.73,Média,Renda Fixa,38,0,9320.78,10689.92,947.96,23485.59,55555.75,9320.78
Cliente 608,75,Conservador,0.32,Baixa,Renda Variável,109,1,38485.84,9640.22,5233.41,18007.67,28632.86,38485.84
Cliente 609,18,Conservador,1.0,Alta,Caixa,79,0,5605.45,41332.73,26275.85,20144.88,6641.08,5605.45
Cliente 610,64,Conservador,0.98,Alta,Caixa,141,0,15514.89,6972.59,67593.57,7779.38,2139.57,15514.89
Cliente 611,51,Moderado,0.66,Média,Renda Fixa,9,1,31174.89,18081.24,8313.37,14022.53,28407.98,31174.89
Cliente 612,49,Conservador,0.13,Baixa,Renda Variável,47,0,551.46,17350.72,16259.37,63553.19,2285.27,551.46
Cliente 613,79,Moderado,0.69,Média,Renda Variável,33,0,17543.78,13695.74,1084.38,14776.16,52899.95,17543.78
Cliente 614,71,Agressivo,0.09,Baixa,Renda Variável,0,0,18666.47,37658.41,35263.38,6829.38,1582.36,18666.47
Cliente 615,65,Conservador,0.03,Baixa,Caixa,113,0,46559.71,5826.91,32623.72,8346.1,6643.57,46559.71
Cliente 616,42,Agressivo,0.82,Alta,Renda Fixa,177,1,32826.64,6089.1,12869.48,2314.96,45899.82,32826.64
Cliente 617,57,Agressivo,0.21,Baixa,Caixa,69,1,7925.36,29221.78,15439.15,8589.75,38823.96,7925.36
Cliente 618,62,Conservador,0.38,Baixa,Caixa,74,1,18164.87,38037.85,11136.08,9608.54,23052.66,18164.87
Cliente 619,70,Agressivo,0.97,Alta,ETF,158,1,38650.56,5189.72,38753.87,16202.57,1203.28,38650.56
Cliente 620,18,Moderado,0.34,Baixa,Renda Fixa,155,0,14691.46,10700.51,8992.33,50425.96,15189.73,14691.46
Cliente 621,33,Agressivo,0.3,Baixa,Renda Fixa,111,1,47176.78,17028.42,2107.63,23561.02,10126.14,47176.78
Cliente 622,78,Moderado,0.92,Alta,Multimercado,131,0,463.1,9388.23,31328.09,57395.42,1425.16,463.1
Cliente 623,56,Moderado,0.11,Baixa,ETF,74,0,27750.03,28986.56,73.64,41499.84,1689.93,27750.03
Cliente 624,22,Moderado,0.76,Alta,Multimercado,103,1,12617.25,13653.65,12383.72,34408.05,26937.33,12617.25
Cliente 625,39,Agressivo,0.99,Alta,ETF,85,0,31955.05,26394.25,12301.81,10722.89,18626.0,31955.05
Cliente 626,46,Agressivo,0.9,Alta,ETF,19,0,1499.39,6648.62,33526.94,9827.96,48497.1,1499.39
Cliente 627,72,Moderado,0.65,Média,Renda Variável,47,1,15773.51,21766.51,9939.68,29289.64,23230.66,15773.51
Cliente 628,20,Agressivo,0.31,Baixa,Renda Variável,75,0,17626.92,3119.55,31378.36,34712.55,13162.62,17626.92
Cliente 629,29,Conservador,0.25,Baixa,ETF,87,0,17109.94,36782.38,31221.1,11870.84,3015.74,17109.94
Cliente 630,43,Conservador,0.82,Alta,Caixa,57,0,41865.66,17451.54,1496.87,24916.51,14269.43,41865.66
Cliente 631,33,Conservador,0.88,Alta,Caixa,46,1,26386.65,36963.91,20469.64,880.87,15298.94,26386.65
Cliente 632,68,Moderado,0.53,Média,Renda Variável,15,1,12727.54,31514.61,5610.46,48177.3,1970.09,12727.54
Cliente 633,54,Conservador,0.24,Baixa,Renda Fixa,29,0,10822.19,11112.31,16150.72,17317.97,44596.81,10822.19
Cliente 634,39,Agressivo,0.11,Baixa,Caixa,61,0,26479.29,30715.19,23232.12,6223.03,13350.37,26479.29
Cliente 635,74,Conservador,0.09,Baixa,Renda Variável,74,0,22458.55,26800.47,9340.57,38764.14,2636.27,22458.55
Cliente 636,46,Moderado,0.72,Média,Renda Variável,32,1,4430.64,28349.46,36126.13,30281.13,812.64,4430.64
Cliente 637,31,Conservador,0.42,Média,Caixa,115,0,1139.31,12052.08,10920.16,17727.66,58160.79,1139.31
Cliente 638,45,Agressivo,0.91,Alta,Renda Fixa,81,0,20929.67,6648.6,6624.33,2101.99,63695.41,20929.67
Cliente 639,22,Agressivo,0.74,Média,Caixa,70,0,10381.69,25524.69,35875.99,5625.82,22591.82,10381.69
Cliente 640,64,Moderado,0.19,Baixa,Renda Variável,164,0,14204.28,22214.99,24331.29,39237.04,12.4,14204.28
Cliente 641,66,Agressivo,0.61,Média,Renda Fixa,12,1,891.5,654.28,7642.07,39085.44,51726.71,891.5
Cliente 642,47,Conservador,0.44,Média,ETF,136,0,8622.46,1770.93,52245.88,6024.36,31336.37,8622.46
Cliente 643,63,Agressivo,0.58,Média,Renda Variável,127,0,7694.56,14729.09,10816.7,650.58,66109.07,7694.56
Cliente 644,79,Conservador,0.74,Média,Multimercado,93,1,40206.64,7435.66,19593.07,19646.25,13118.38,40206.64
Cliente 645,69,Agressivo,0.81,Alta,Renda Fixa,125,1,17350.07,4107.89,48929.39,7613.87,21998.77,17350.07
Cliente 646,22,Conservador,0.84,Alta,Renda Fixa,71,0,4846.37,56933.33,10192.56,27594.04,433.69,4846.37
Cliente 647,29,Moderado,0.25,Baixa,Renda Fixa,129,1,2619.2,15385.12,54571.04,13579.14,13845.5,2619.2
Cliente 648,33,Agressivo,0.03,Baixa,Caixa,151,0,14543.57,35375.46,22551.65,26862.96,666.36,14543.57
Cliente 649,43,Conservador,0.74,Média,Renda Fixa,71,1,10040.19,45657.37,1734.47,34207.06,8360.91,10040.19
Cliente 650,43,Conservador,0.11,Baixa,Renda Fixa,112,1,1076.34,352.03,64723.04,4487.38,29361.2,1076.34
Cliente 651,65,Conservador,0.31,Baixa,Renda Variável,146,1,14953.7,30280.72,9236.08,32722.18,12807.32,14953.7
Cliente 652,38,Moderado,0.0,Baixa,Renda Fixa,51,1,72240.54,12342.63,10277.29,4603.78,535.77,72240.54
Cliente 653,56,Moderado,0.68,Média,Multimercado,174,1,40577.85,26272.85,3055.5,9916.54,20177.26,40577.85
Cliente 654,53,Conservador,0.17,Baixa,Renda Variável,78,0,34669.88,2007.79,21400.07,2417.58,39504.68,34669.88
Cliente 655,50,Moderado,0.66,Média,Caixa,118,0,17675.94,9139.51,14979.6,10310.18,47894.77,17675.94
Cliente 656,79,Conservador,0.99,Alta,Renda Fixa,105,0,29756.41,9562.54,3871.93,13277.02,43532.09,29756.41
Cliente 657,47,Agressivo,0.07,Baixa,Multimercado,160,1,33914.37,13599.0,38151.71,2094.32,12240.6,33914.37
Cliente 658,54,Conservador,0.08,Baixa,Multimercado,56,0,51237.25,1528.28,13759.52,3995.51,29479.44,51237.25
Cliente 659,40,Conservador,0.34,Baixa,Renda Variável,33,1,2692.71,18633.47,20935.79,2555.91,55182.12,2692.71
Cliente 660,75,Conservador,0.87,Alta,Renda Variável,82,0,1617.01,19699.55,19814.42,44678.86,14190.16,1617.01
Cliente 661,27,Moderado,0.22,Baixa,Renda Variável,72,0,18175.42,6996.97,8424.07,43942.63,22460.92,18175.42
Cliente 662,71,Agressivo,0.36,Baixa,ETF,52,1,12340.21,28561.65,1553.97,42742.52,14801.65,12340.21
Cliente 663,22,Moderado,0.07,Baixa,ETF,18,0,28705.46,2386.95,23793.75,5442.38,39671.46,28705.46
Cliente 664,53,Conservador,0.76,Alta,Renda Variável,99,1,17529.65,16500.64,1213.03,7699.66,57057.02,17529.65
Cliente 665,51,Agressivo,0.41,Média,Renda Fixa,66,0,11937.18,7052.25,71619.94,2599.8,6790.82,11937.18
Cliente 666,69,Agressivo,0.76,Alta,Multimercado,0,0,3721.76,5997.34,4857.34,9122.44,76301.12,3721.76
Cliente 667,48,Conservador,0.9,Alta,Multimercado,82,1,12472.63,33041.99,43344.63,6077.02,5063.72,12472.63
Cliente 668,27,Agressivo,0.23,Baixa,Caixa,118,0,5797.16,16870.27,34716.8,1441.91,41173.86,5797.16
