Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label
69,11515.915875961742,5,1493247.0737419068,8,2,Brasil,5.0,0,6,1,1,0,0,0,1,4,0.0,0
40,14908.685038135796,36,1811397.5978245812,16,1,Brasil,13.75,0,5,1,1,0,1,0,0,2,0.0,0
27,10385.186264008373,97,797020.1771119752,11,0,Alemanha,13.75,1,13,5,5,1,1,0,1,7,31194.636687334016,1
28,15316.596140238167,64,1132717.2605796247,13,1,Brasil,13.75,1,13,3,4,0,0,1,1,8,30664.964757078214,1
58,2435.685738864162,78,1785691.02421082,7,0,Brasil,5.0,0,5,1,2,1,0,1,0,4,0.0,0
58,7920.794665221625,32,1987757.645082215,18,0,Brasil,13.75,0,5,3,3,0,0,0,0,3,0.0,0
22,15917.038977147851,71,1938895.7811070564,8,1,Brasil,13.75,0,3,1,1,1,0,0,1,2,0.0,0
18,11001.377847124322,74,1438509.303824781,2,2,Brasil,13.75,0,0,3,4,0,0,0,0,1,0.0,0
34,12830.169179554967,66,295022.8400422574,3,0,Brasil,13.75,1,13,3,3,1,1,0,1,9,94990.68367009907,1
39,6612.857351538261,10,56140.163468122926,10,0,EUA,2.0,0,4,3,4,0,0,0,1,3,0.0,0
51,19391.46798280841,99,1652184.5292418543,7,2,Brasil,5.0,1,14,4,5,0,1,0,1,10,7830.852892702984,1
62,16762.118574870707,21,1683474.6287387325,7,1,Brasil,13.75,0,3,2,2,0,0,0,0,2,0.0,0
58,11197.25912649868,40,1495258.2074443044,4,2,EUA,5.0,0,2,2,2,0,0,0,0,2,0.0,0
46,10381.216572546695,42,567047.737138448,8,0,EUA,13.75,0,1,1,1,1,0,1,0,0,0.0,0
21,16118.417445678773,72,1283237.540601068,19,1,Brasil,13.75,0,6,3,4,1,1,0,0,5,0.0,0
22,19929.88180067571,46,639334.3992123958,12,0,Brasil,13.75,1,13,5,4,1,1,1,0,7,21501.906350351528,1
28,15815.041023245414,82,906790.0097408402,10,2,Alemanha,13.75,0,3,2,3,0,1,0,1,3,0.0,0
68,20687.210669586406,73,771045.8191112159,14,2,EUA,13.75,1,9,5,4,1,0,1,1,6,75629.5551152225,0
38,8310.594683752328,118,1828143.7727122107,12,2,EUA,13.75,1,10,4,5,0,1,1,1,6,73081.93603192782,1
52,8722.452678004836,41,475973.08818031236,4,0,Brasil,5.0,1,14,3,3,1,0,1,0,10,18406.79935320391,1
29,7244.235527786605,94,1159445.7001017628,19,2,Brasil,13.75,1,14,5,5,0,1,1,0,9,71261.68267195502,1
43,13767.042598597918,4,728353.2427773797,7,2,Brasil,13.75,0,1,1,1,0,0,0,0,0,0.0,0
68,12702.414199217481,99,1329511.512709309,1,1,Brasil,13.75,1,12,3,2,1,0,1,1,7,43628.12616473812,1
36,11392.195506112057,14,1133480.6509431752,8,1,Brasil,13.75,1,14,4,4,1,1,1,1,8,75276.51433276624,1
62,15237.034512493196,14,1848715.5859182216,11,2,Brasil,13.75,1,12,5,5,1,0,0,1,7,64123.07820081465,1
24,16929.314420858656,53,212208.18188541423,1,1,Alemanha,13.75,0,0,1,1,0,0,0,0,0,0.0,0
64,5897.350362852631,112,449075.27111595916,1,0,Brasil,5.0,1,11,5,5,1,1,0,1,6,51244.54012946394,0
24,9612.111888395539,101,1535032.4480238012,4,2,Brasil,13.75,0,2,1,1,0,0,0,1,0,0.0,1
43,15280.57437649224,84,743885.8113907384,4,1,Alemanha,13.75,0,2,1,2,0,1,0,0,2,0.0,0
57,10129.045264565671,29,339909.7345951606,11,2,Brasil,13.75,1,10,5,4,0,1,0,1,5,84444.0199125492,0
22,8807.175694567384,23,1011609.3058983216,1,1,Brasil,13.75,0,6,3,4,0,0,0,0,5,0.0,0
38,16074.149710601578,120,1307762.7026066585,10,0,Brasil,13.75,0,6,3,2,1,0,0,0,3,0.0,0
31,6841.99972110408,111,99205.1611654622,4,1,EUA,13.75,0,6,2,2,1,0,0,0,3,0.0,1
21,10793.68076883558,85,590327.559841215,7,1,Brasil,5.0,0,5,1,1,0,0,0,0,3,0.0,0
40,13314.576103219235,31,1620750.8500151252,2,0,Brasil,13.75,0,3,1,1,1,0,0,1,3,0.0,0
59,9704.720344359524,96,1045286.6875542866,13,1,EUA,13.75,0,2,2,3,0,0,0,0,2,0.0,0
37,15132.6226240527,105,80404.63819490677,19,0,Brasil,13.75,1,13,4,4,1,1,0,1,9,37740.54583618696,1
32,9724.492099210524,71,571082.5004966547,4,1,Brasil,13.75,1,14,4,5,1,1,1,0,10,8336.79930073097,1
67,17634.477973783676,77,1281889.9053990485,6,2,Brasil,5.0,0,2,3,4,0,0,0,0,0,0.0,0
69,11497.01481001691,61,406725.34446026926,17,1,EUA,13.75,0,0,2,3,0,0,0,0,1,0.0,0
62,14685.080546821413,23,1656508.8983766346,9,1,Brasil,5.0,1,11,4,3,1,1,0,1,6,20195.861802201634,1
46,14984.095811931265,8,1356386.0550964917,2,1,Brasil,13.75,0,7,1,1,0,0,0,1,3,0.0,0
25,9489.839989023709,76,948044.3312861084,6,1,Brasil,2.0,1,14,4,5,1,0,1,0,8,47709.26015492562,0
58,3786.053805376445,100,1832091.324322902,18,1,Brasil,13.75,1,11,4,3,1,0,0,1,7,38381.53037694285,0
65,13443.02301865534,16,789683.5341400768,15,1,EUA,5.0,0,2,3,4,0,1,0,0,0,0.0,0
36,12289.153388499479,26,477796.0870225297,16,2,Brasil,13.75,1,13,4,5,0,0,1,1,8,87734.28743433546,1
65,14223.304110300509,29,1326191.9551281347,1,1,Brasil,13.75,0,1,3,3,1,0,0,0,0,0.0,0
56,11093.890110468648,93,1150857.4230655956,10,2,EUA,13.75,0,1,1,1,1,1,0,0,1,0.0,0
63,10278.289204797136,6,677143.322853138,10,2,EUA,13.75,1,8,5,4,1,1,1,1,5,66103.28216664083,1
45,20033.892043926797,37,693892.4770347145,6,0,Brasil,13.75,1,9,5,5,1,1,0,1,5,51903.6993928238,1
63,6110.583753956889,33,802438.5141818626,4,1,Brasil,13.75,0,0,1,2,0,0,0,0,0,0.0,0
44,14935.801913456953,95,589365.7492839448,14,2,Brasil,13.75,1,11,5,4,1,1,1,0,7,85169.63664634309,1
21,9701.592567266436,46,1423380.3986582358,17,2,EUA,13.75,1,11,3,3,1,1,1,1,6,76271.72751444716,1
32,10656.88552903831,61,1306203.2260518987,3,1,EUA,13.75,1,12,3,2,1,1,0,0,9,66633.48964047049,1
52,10731.588669704137,41,887147.5285673214,2,1,Brasil,13.75,0,5,3,4,1,0,0,0,2,0.0,0
54,8786.262903314971,18,801730.804800682,18,1,EUA,13.75,1,8,5,5,1,1,0,0,4,69184.86798582826,1
18,14284.896840944959,102,736452.0260258132,17,0,Brasil,5.0,1,13,4,3,0,1,1,1,7,58883.54109288391,1
20,17562.57438379983,111,574101.9595705845,13,2,EUA,5.0,1,12,4,5,0,1,1,0,8,93344.75643062148,1
64,13880.054644986645,95,180536.35968254815,19,2,Brasil,13.75,1,13,3,4,1,1,0,1,7,36736.796365083224,1
41,12413.52798484838,16,543727.3241897761,10,1,Brasil,13.75,1,10,4,4,1,0,0,1,5,29157.124588551647,0
44,8054.238003603014,104,649190.6838991995,4,0,EUA,13.75,0,2,3,3,0,0,0,0,0,0.0,0
57,14067.301063297804,51,1099891.1724680332,17,2,Brasil,13.75,1,10,4,5,1,1,0,0,6,37817.81176926066,1
53,20625.398526917197,37,1549839.133065319,16,1,Brasil,13.75,0,7,3,2,0,0,0,0,4,0.0,0
51,10477.22150481963,14,797447.268219723,19,0,EUA,5.0,1,14,4,3,1,1,1,0,10,43217.00217547218,1
46,10496.065682592536,103,1890066.2426456627,14,0,Brasil,5.0,1,13,4,4,1,0,0,1,8,33362.22541632684,0
41,9755.643476076011,68,1656426.427247913,15,0,EUA,13.75,0,5,3,3,0,0,0,0,2,0.0,0
41,10042.343062022319,30,1969755.6772886529,19,1,Brasil,5.0,1,10,5,4,0,1,1,1,7,61879.433674223554,1
59,2000.0,60,1753644.0516725485,3,0,EUA,5.0,1,9,3,2,1,1,1,0,7,11994.85980553304,1
21,13620.141543422851,53,1237284.6391256645,16,0,Brasil,13.75,1,13,5,5,1,1,0,1,7,39197.4001448153,1
20,8617.791294581544,97,1200973.7827552706,7,2,Brasil,13.75,0,2,3,4,0,0,0,0,1,0.0,0
51,5558.947524832799,36,267756.9922408919,18,2,Brasil,13.75,1,10,5,4,1,1,1,0,7,62322.28014823645,1
66,15012.759798930196,30,1447574.5052942198,8,0,Alemanha,13.75,0,3,3,4,0,0,0,0,1,0.0,0
40,7671.9288598322555,64,1204411.646609416,14,0,Brasil,13.75,0,0,2,3,0,1,0,0,0,0.0,0
69,10645.32378446497,14,1018794.8857580096,18,1,Brasil,13.75,1,14,3,2,0,1,0,0,9,65200.816781809044,1
40,17865.76956475432,23,1389640.8763890043,1,0,Brasil,5.0,0,2,2,1,0,1,0,0,0,0.0,0
62,6363.136807901946,48,893655.2072476074,6,0,Brasil,2.0,1,8,3,4,1,1,1,1,6,12894.396344301673,1
22,5869.607061608952,28,1052480.7281924896,13,1,Alemanha,5.0,1,11,4,5,1,0,1,1,7,58364.622166053676,1
48,13077.224758249353,7,802721.0865584802,1,2,Brasil,2.0,0,4,1,1,0,0,1,0,1,0.0,0
58,16597.949456041475,42,1437568.0778076728,19,2,Brasil,13.75,0,1,2,3,0,0,0,0,0,0.0,0
23,5702.633129072148,10,1754455.8313902975,7,2,Brasil,13.75,0,2,1,1,0,1,0,0,2,0.0,0
54,13630.758947348708,68,1683281.4288738791,16,1,EUA,13.75,0,0,1,2,0,0,0,0,1,0.0,0
27,14323.998159846768,44,1574190.291378443,14,1,EUA,13.75,0,7,1,1,0,0,0,0,5,0.0,0
57,3763.358065230719,102,37437.53204365632,2,1,Brasil,13.75,1,9,5,5,0,1,1,1,6,81036.4093252944,1
24,15194.00535162888,13,1824642.1231161442,7,1,Brasil,13.75,0,0,3,2,1,0,0,0,0,0.0,0
56,15506.423519368718,85,557002.684239554,15,1,Brasil,13.75,1,13,3,3,1,1,0,0,9,56753.24684077608,1
55,10752.857706975901,33,1777068.146497118,14,1,Brasil,5.0,0,5,3,2,0,0,0,0,3,0.0,0
38,17009.385449192032,104,401966.52514785924,1,0,EUA,2.0,0,6,2,1,0,0,0,0,4,0.0,0
37,16545.822297299383,92,884895.0453352272,17,0,Brasil,13.75,0,0,3,4,1,0,0,0,1,0.0,0
20,12412.47170286882,87,1501303.6007105582,16,2,EUA,13.75,1,11,3,3,0,0,0,0,8,90616.9193716676,1
68,10194.218438700265,32,1284155.1011015733,5,1,Brasil,13.75,0,0,1,1,0,1,0,0,0,0.0,0
39,8108.688429668171,48,837684.6566785655,3,0,Brasil,13.75,0,5,3,4,0,0,0,0,3,0.0,0
64,11849.745962535235,5,1360461.474913154,19,1,Brasil,5.0,0,3,3,2,0,0,0,0,1,0.0,0
21,14279.035678816716,61,1102409.5249928127,2,0,Brasil,13.75,0,5,1,2,0,1,0,0,2,0.0,0
45,10703.292555837435,90,558715.2502047092,14,0,Brasil,13.75,1,10,3,3,1,0,1,0,6,45020.89802969917,0
29,3209.99597895188,103,1296195.596539308,19,0,Brasil,13.75,0,7,3,3,0,1,0,1,5,0.0,0
55,17074.85557830628,90,416451.7018256015,13,1,Alemanha,13.75,1,13,5,5,1,0,0,1,9,55342.513497927495,0
68,12760.892887379576,3,1391036.6856757393,13,0,Alemanha,2.0,0,3,3,4,0,1,0,0,1,0.0,0
53,10481.502013292664,24,16190.646470253178,6,1,Brasil,13.75,0,5,3,4,0,0,0,0,3,0.0,0
64,15428.633553693155,117,1102057.3023859218,9,0,Brasil,2.0,0,4,3,2,0,0,0,0,3,0.0,0
58,18098.554385931024,98,808124.5788367206,1,0,Alemanha,13.75,0,4,3,4,0,0,1,0,2,0.0,0
22,2000.0,34,613176.5098658751,10,2,EUA,13.75,1,13,4,4,0,1,1,0,8,26707.69076131366,1
30,13737.054599688287,84,1036258.8547969287,3,1,Brasil,13.75,1,14,5,4,1,1,1,1,9,90959.51857504393,1
40,6293.403156758611,119,1294170.1487464174,6,1,EUA,5.0,1,14,4,3,0,1,1,1,8,39016.88837887435,1
67,13996.442027195764,94,1930971.409764795,16,0,Brasil,13.75,1,11,4,5,1,1,0,0,6,88187.06628909628,1
47,12511.708809498317,42,1667798.3348773143,6,0,Brasil,5.0,1,14,4,5,0,1,0,0,8,36871.530463263945,1
54,14542.9061057622,20,1437128.2673367835,12,2,Brasil,13.75,1,11,4,3,1,0,1,1,6,35649.23040334609,1
42,10003.009542021378,41,963144.1542415014,3,0,EUA,13.75,0,2,3,2,1,1,0,0,1,0.0,0
65,4507.039552723392,82,790366.798132065,18,2,Brasil,13.75,0,6,3,3,0,0,1,0,5,0.0,0
44,10198.527234973328,102,74734.01262613446,3,1,Brasil,13.75,1,14,5,4,0,1,1,1,9,45779.857113607555,1
68,13627.390540559132,20,724602.8370875058,5,1,EUA,5.0,0,4,2,1,0,0,0,0,2,0.0,0
31,16061.569314700893,6,1698270.5059585068,19,1,EUA,13.75,0,1,1,2,0,0,0,0,0,0.0,0
65,7312.6747981099,57,774208.918132817,18,1,Brasil,13.75,0,7,3,2,0,0,0,0,5,0.0,0
64,16108.24170749207,42,928554.1481336715,8,0,Brasil,13.75,0,3,1,1,0,0,0,1,1,0.0,0
53,9408.510841413914,25,550950.5038095604,10,1,EUA,13.75,0,1,3,4,0,0,0,0,0,0.0,0
56,13449.799526378107,41,555524.1900385998,19,2,Brasil,13.75,0,3,3,4,0,0,0,0,2,0.0,0
33,9960.424188537469,41,133124.8041745793,10,0,Brasil,13.75,1,11,3,4,1,0,1,1,6,52496.46034776766,1
39,12728.682510848406,3,1231469.8119834035,2,1,Brasil,5.0,1,11,3,4,0,1,1,0,8,57466.29306303999,1
38,15567.510538281098,108,901658.1120602393,10,1,Alemanha,5.0,0,7,2,3,0,0,0,0,5,0.0,0
38,7091.9436908458565,43,1215862.0069066812,18,1,EUA,13.75,1,13,5,5,1,0,1,0,8,30732.07532106353,1
25,9280.376413012675,46,1098304.931057417,4,0,Brasil,13.75,0,7,1,2,0,0,1,1,4,0.0,1
66,12739.850349368346,57,1599700.728721378,3,2,Brasil,13.75,1,13,4,5,0,1,0,0,7,92611.40149371135,1
33,21606.33464412141,83,1504513.7054998307,17,1,EUA,13.75,0,0,3,3,0,1,0,0,0,0.0,0
48,8547.241151332688,74,1545193.16774438,17,2,Brasil,13.75,0,0,1,1,0,0,0,0,1,0.0,0
59,20160.535543987677,51,1003485.6238139344,12,2,Brasil,13.75,1,13,3,3,1,0,0,1,8,69757.88873313475,1
27,20017.693214700685,5,714223.8891943217,17,0,Brasil,5.0,0,2,3,3,0,0,0,1,2,0.0,0
49,11610.755397193636,86,1867538.815160576,13,0,EUA,5.0,0,1,2,2,0,0,0,0,1,0.0,0
51,10807.389895200398,73,117996.84969594236,9,2,Brasil,13.75,0,5,1,1,0,1,0,0,3,0.0,0
26,9231.739205341233,97,313716.40262195835,1,1,Brasil,13.75,0,3,2,2,0,0,0,1,3,0.0,0
34,11727.189878669324,15,845002.193431513,15,0,Brasil,13.75,1,12,5,5,1,1,0,0,9,72196.06594873092,1
28,6373.122269761768,88,1231775.7286103421,19,2,Brasil,13.75,1,14,5,5,1,1,0,1,10,78124.94442271166,1
49,11695.04393071761,94,26318.74586537607,9,1,Brasil,13.75,0,7,3,4,0,0,0,0,5,0.0,0
27,17987.521095403426,100,1441452.4104291725,17,1,Brasil,13.75,1,8,3,2,1,1,0,1,5,49687.33739801316,1
39,9555.65975009313,39,1121865.8201519304,15,1,Brasil,5.0,1,14,5,5,1,1,0,0,8,93084.19107985606,1
34,11037.102784043796,70,974558.4897670812,2,2,Brasil,13.75,0,3,1,1,0,0,0,0,3,0.0,0
21,5195.4381029310325,79,852755.1272674578,4,0,Brasil,13.75,0,3,1,2,0,0,0,0,1,0.0,0
65,13496.248352524173,38,1043779.1931638428,7,1,Brasil,5.0,0,2,2,3,0,0,0,0,1,0.0,0
69,13057.926739805496,39,331953.61161867774,8,1,Brasil,13.75,0,1,2,2,0,0,1,0,0,0.0,0
64,12254.809439063083,52,226336.3611611952,1,2,Brasil,2.0,0,7,3,4,0,0,0,0,5,0.0,0
42,11132.691799111426,86,586378.5827161585,1,1,EUA,13.75,0,3,1,1,1,0,0,1,2,0.0,0
38,10828.968324910182,3,1421914.536050796,5,1,EUA,13.75,0,2,3,3,0,1,1,0,1,0.0,0
54,14007.600934802687,117,1180692.8888326378,8,1,Brasil,5.0,0,0,2,2,1,0,0,0,1,0.0,0
55,11884.733593645507,29,965444.8050618352,1,1,Brasil,13.75,0,6,2,3,0,1,0,1,3,0.0,1
66,13259.887486221329,93,1147326.722132961,3,1,Brasil,2.0,0,2,2,2,0,1,0,0,0,0.0,0
18,12859.931269818191,31,1122923.445948293,17,2,Brasil,13.75,0,1,2,1,0,0,0,1,1,0.0,0
42,16493.709148383048,109,621013.4317249515,3,1,Brasil,2.0,1,14,4,4,0,1,0,1,9,53456.21357397939,1
68,14707.976389500218,66,203937.33501700443,1,2,Brasil,13.75,0,6,3,3,0,1,0,0,5,0.0,0
53,12771.447372600762,99,1794596.9136394707,4,1,Brasil,13.75,0,2,1,1,0,0,0,0,2,0.0,0
34,18073.68812260872,45,1203823.41262159,9,0,EUA,13.75,1,11,5,5,1,1,0,1,7,59934.18323146397,1
58,13681.074116226246,73,1398518.5193648948,13,1,EUA,13.75,1,10,5,4,0,1,0,1,6,94125.28397600465,1
41,17219.850755161675,22,933354.4764902407,5,0,EUA,5.0,0,6,2,1,0,1,0,0,5,0.0,0
19,14427.770433546551,83,1515396.3541533595,14,1,EUA,13.75,0,0,2,2,0,0,0,1,0,0.0,0
57,4632.323684273828,114,1173149.5553175476,19,1,Brasil,13.75,1,12,5,5,1,0,1,1,9,84520.35085526711,1
32,17219.33905327732,101,117064.23297340857,14,2,EUA,13.75,0,7,1,1,0,0,0,0,3,0.0,0
49,12540.704965370676,10,1781293.1004334453,4,0,Brasil,13.75,0,1,2,1,0,0,0,0,0,0.0,0
56,11792.180916396888,110,618016.9321078949,4,2,Brasil,5.0,0,7,1,1,1,0,0,1,5,0.0,1
23,13125.393389958308,21,284402.6470684576,9,2,Brasil,13.75,0,4,1,2,0,0,1,0,1,0.0,0
18,10620.06735217173,17,185201.6053315884,2,0,Brasil,13.75,0,2,1,2,1,0,0,0,0,0.0,1
64,12908.115441555781,67,1443676.2245458006,10,2,Brasil,13.75,0,1,2,1,0,1,0,0,0,0.0,0
40,9632.49573462763,7,1410897.049940676,18,0,Brasil,13.75,1,14,3,2,1,1,0,1,10,28290.87541226338,1
56,17097.089034937482,105,1403322.6283784087,7,0,Alemanha,13.75,0,2,3,3,0,0,1,1,0,0.0,1
34,11545.6475455158,101,1832348.0176363164,14,2,EUA,2.0,0,0,2,1,1,0,0,1,0,0.0,0
51,10469.664629110266,36,704396.6137753264,15,1,Alemanha,13.75,0,2,3,3,1,0,0,1,1,0.0,0
58,8300.296737122904,67,1126654.7821542572,10,1,EUA,13.75,1,9,5,5,1,1,1,1,7,36260.009403961754,1
46,13075.103156594567,77,1242796.2101587555,5,1,Alemanha,5.0,1,8,3,2,1,1,1,1,6,89989.30180415529,1
26,12748.428400500368,105,1959168.8388472605,8,0,Brasil,2.0,0,4,1,2,0,1,0,1,2,0.0,0
30,13553.698454710026,30,631568.8259999977,5,1,Brasil,2.0,0,4,1,2,0,0,0,1,1,0.0,0
23,7890.992449979484,87,1913099.0878088414,5,0,Brasil,5.0,1,12,4,4,0,1,0,0,7,25382.55935994146,1
23,5595.275204753708,71,305981.32283393893,14,0,Brasil,13.75,0,3,3,2,0,0,0,1,1,0.0,0
37,14502.365210026239,94,1530362.8974954055,1,2,EUA,13.75,0,1,3,4,0,0,1,0,0,0.0,0
69,17938.56744750603,29,1269442.9410406214,5,2,Brasil,13.75,1,14,5,5,0,1,0,0,9,39724.35664116438,1
20,7894.585510440415,72,1635623.114171255,19,1,Brasil,13.75,0,5,3,3,0,0,0,0,2,0.0,0
34,18357.765134246794,74,67084.29154329581,12,0,Brasil,13.75,0,2,3,2,0,0,0,1,1,0.0,0
66,13135.644234945523,33,165480.77544872108,15,1,Brasil,2.0,0,7,3,2,0,0,0,0,5,0.0,0
29,11971.74838179668,59,148694.60134260025,3,2,EUA,13.75,0,0,1,1,0,0,1,0,0,0.0,0
65,10409.805213816888,20,1189989.3164396028,1,0,Brasil,13.75,0,2,2,2,0,0,0,0,0,0.0,0
64,6461.927922300013,93,1209842.7744753205,12,0,EUA,13.75,0,6,1,2,1,1,0,0,4,0.0,0
62,15950.914063698398,29,1813148.7298164028,13,2,Alemanha,13.75,0,2,1,2,1,0,1,0,2,0.0,0
18,8897.574554249588,53,940530.9938917054,14,1,Brasil,13.75,0,0,3,4,0,0,0,0,0,0.0,0
34,8880.773297049598,85,145417.61945987825,10,0,Alemanha,2.0,0,3,1,1,1,1,0,0,3,0.0,1
20,15967.705239547819,1,426963.5092288057,14,0,Alemanha,5.0,0,5,3,3,0,0,0,0,4,0.0,0
43,4468.066213313094,115,26065.458687507387,14,2,Brasil,13.75,1,10,4,3,0,1,1,0,6,64460.13289012823,1
32,5905.6087573273335,34,1555661.905005526,13,1,EUA,13.75,1,10,3,2,1,0,1,1,6,68986.24886190801,1
53,11927.463025967672,44,1633042.8793927412,3,0,Brasil,13.75,0,5,2,2,0,0,0,0,2,0.0,0
49,13173.137716019408,119,1995901.4284054306,19,2,Alemanha,13.75,0,4,3,3,0,0,0,0,1,0.0,0
49,13938.938591875696,96,830266.9536156578,10,2,Brasil,5.0,1,10,5,4,1,0,0,1,6,8982.541319939148,1
21,10792.806026414988,109,48403.76704916911,12,0,Alemanha,5.0,0,6,1,2,0,0,0,0,3,0.0,0
35,22121.47867456676,14,477112.4641658407,2,1,Brasil,5.0,1,13,4,5,1,1,0,0,9,35660.07476357996,0
66,11088.429764936664,37,1179660.0466499587,1,0,EUA,5.0,0,2,3,4,0,0,0,0,2,0.0,0
36,11076.855391589112,35,1924266.5044349455,4,1,Brasil,5.0,1,11,5,4,1,1,0,0,8,41153.90731384079,0
60,8812.053324744491,59,216121.31742688068,8,0,Brasil,13.75,0,6,3,4,1,0,0,0,5,0.0,1
69,12495.627266084284,24,251930.31011987815,17,1,Alemanha,5.0,1,8,4,4,0,0,1,1,6,35950.52855398443,1
52,14459.844928187098,113,1406500.3807050965,14,1,Brasil,13.75,1,11,5,5,1,0,0,0,7,21574.059135732252,1
57,16814.31221813384,65,1337742.0394928835,14,1,EUA,2.0,1,10,4,3,1,0,0,0,5,59896.136761250214,1
31,6042.862942239128,110,508507.6470705478,19,1,Brasil,5.0,0,7,1,2,1,0,1,0,4,0.0,1
50,11016.018646577197,6,1628158.1341188927,4,0,Alemanha,13.75,0,5,2,2,0,1,0,0,3,0.0,0
31,13786.814443236577,113,266269.72340015176,16,2,EUA,5.0,0,3,1,1,0,1,0,0,1,0.0,0
51,14348.230138378141,68,1852226.271105752,19,0,Brasil,13.75,0,7,2,3,0,0,0,1,5,0.0,0
21,12026.194631218157,38,410053.54136151855,19,1,EUA,2.0,0,3,2,2,1,0,0,0,1,0.0,0
41,14169.695878128408,1,171891.22171877994,13,0,Brasil,13.75,1,8,4,5,1,1,1,1,4,67091.1320211957,1
46,8764.144428296799,41,685648.9520829706,7,1,EUA,13.75,0,1,1,1,0,0,0,0,0,0.0,0
36,18231.62172927343,31,383804.16418374446,14,0,Brasil,13.75,1,9,5,5,1,1,0,0,5,78023.76282869736,1
23,15970.512411917718,36,1058613.0378217055,10,0,Brasil,13.75,0,4,1,1,0,0,0,0,1,0.0,0
50,6620.28885173931,73,1376824.609369735,14,1,EUA,13.75,0,1,1,1,1,0,0,0,1,0.0,0
66,7699.587807532977,105,986933.9411717996,11,0,Brasil,13.75,0,7,2,2,1,0,0,0,5,0.0,0
57,7812.312999572376,54,1324608.5903038455,11,1,Brasil,13.75,1,13,5,5,1,1,0,1,7,21078.130157881806,1
36,14711.879883586114,109,736191.823655969,15,0,EUA,13.75,0,0,1,2,1,0,0,0,0,0.0,0
18,6861.088934330131,87,65565.96850489358,8,0,Brasil,5.0,0,1,3,2,1,0,0,0,1,0.0,0
22,10675.902663167677,31,1948387.6072080466,17,1,Brasil,13.75,1,9,4,3,1,1,1,1,6,84991.05960541929,1
44,13818.817585667097,29,1640632.8740345908,6,0,Brasil,13.75,1,9,5,5,1,1,0,0,5,64906.198548082284,1
33,11735.336261814262,113,156103.45992840987,14,0,Brasil,13.75,0,2,3,2,0,0,0,1,1,0.0,0
23,13035.550062850823,85,903861.0283511055,9,0,Brasil,13.75,0,4,1,2,0,0,0,0,3,0.0,0
57,7736.789154604967,3,1273687.9494430306,3,0,Brasil,5.0,0,1,2,2,0,1,0,0,0,0.0,1
30,14379.417493588979,58,389282.5984395494,12,0,Brasil,13.75,1,12,3,4,0,1,0,1,8,55796.500451429325,1
65,9547.152430096014,90,1160197.3366119151,4,0,EUA,13.75,1,11,5,5,1,1,1,1,8,5760.429995736595,1
52,10701.521302408235,61,1071960.7500541972,15,0,Brasil,13.75,0,2,3,4,0,0,0,0,0,0.0,0
36,12950.926911623945,6,424447.7251840625,13,2,Brasil,13.75,0,2,2,2,1,0,1,0,1,0.0,0
29,12412.312886123393,20,291008.515462132,18,0,Brasil,13.75,1,8,5,5,1,1,0,1,5,93753.0289819106,0
33,12095.920076062372,111,1520334.9563410885,14,2,Brasil,13.75,0,2,1,2,1,0,0,0,2,0.0,0
60,8997.492712092977,61,651947.0278377711,13,2,Brasil,13.75,0,7,1,1,0,0,1,0,3,0.0,0
27,10801.802355203232,46,495640.66234606423,9,0,EUA,13.75,0,0,3,3,0,0,0,0,0,0.0,0
42,12008.734363348143,13,1478377.9220839175,5,0,Brasil,5.0,1,14,4,4,1,1,1,1,9,89796.83561249713,1
37,6499.6590673316605,105,1474776.697125734,19,0,Brasil,2.0,0,5,2,2,1,0,0,0,3,0.0,0
48,10149.868134746484,23,560039.296109096,8,1,Brasil,13.75,0,5,2,3,0,1,0,0,3,0.0,0
21,13550.719516131387,79,1746411.2378911888,13,1,Brasil,13.75,0,2,1,1,0,0,0,0,0,0.0,0
61,6890.253584618629,110,1379617.8284939614,9,1,EUA,13.75,0,0,3,2,0,0,0,0,1,0.0,0
40,16626.32660637696,31,698070.7934648608,17,1,Brasil,13.75,1,14,3,2,0,1,0,0,10,13336.712915652794,0
19,17078.45305039937,4,860704.4038674713,5,0,Brasil,2.0,0,0,1,2,0,1,0,0,1,0.0,0
39,7019.397696159657,75,1456152.2750019294,9,2,Brasil,2.0,1,11,3,3,1,1,0,1,7,83741.1448430829,1
68,17430.478532200555,118,431051.82746202906,11,1,Alemanha,13.75,0,1,3,3,0,0,0,0,1,0.0,0
54,11425.673645151463,66,942833.9770256958,2,2,Brasil,13.75,0,0,3,2,0,1,0,0,0,0.0,0
25,13674.05823662822,16,1310581.1010936182,13,1,Brasil,13.75,0,5,1,1,0,0,0,0,4,0.0,0
24,10013.395791487013,115,1083602.1105373392,1,0,Brasil,13.75,0,3,3,4,0,0,0,1,2,0.0,1
31,15692.179308907047,31,1220573.4083499415,8,2,EUA,13.75,1,9,3,2,0,0,1,0,7,48659.50006693725,1
20,13624.376075394668,48,1096962.8739587914,15,1,Brasil,5.0,0,6,2,3,0,0,1,0,5,0.0,0
67,8743.386973609586,103,406462.61314214004,2,1,Brasil,5.0,0,0,1,1,0,0,0,0,0,0.0,0
